Series Code,Topic,Indicator Name,
SG.LAW.EQRM.WK,Public Sector: Policy & institutions,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),
SG.LAW.LEVE.PU,Public Sector: Policy & institutions,Law mandates paid or unpaid maternity leave (1=yes; 0=no),
SG.LAW.NODC.HR,Public Sector: Policy & institutions,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),
SG.LEG.DVAW,Public Sector: Policy & institutions,Legislation exists on domestic violence (1=yes; 0=no),
SG.MMR.LEVE.EP,Public Sector: Policy & institutions,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),
SG.NOD.CONS,Public Sector: Policy & institutions,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),
SG.VAW.1549.ZS,Health: Risk factors,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),
SG.VAW.ARGU.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife when she argues with him (%),
SG.VAW.BURN.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife when she burns the food (%),
SG.VAW.GOES.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),
SG.VAW.NEGL.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife when she neglects the children (%),
SG.VAW.REAS.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife (any of five reasons) (%),
SG.VAW.REFU.ZS,Health: Risk factors,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),
SH.ANM.ALLW.ZS,Health: Nutrition,Prevalence of anemia among women of reproductive age (% of women ages 15-49),
SH.ANM.CHLD.ZS,Health: Nutrition,Prevalence of anemia among children (% of children under 5),
SH.ANM.NPRG.ZS,Health: Nutrition,Prevalence of anemia among non-pregnant women (% of women ages 15-49),
SH.CON.1524.FE.ZS,Health: Disease prevention,"Condom use, population ages 15-24, female (% of females ages 15-24)",
SH.CON.1524.MA.ZS,Health: Disease prevention,"Condom use, population ages 15-24, male (% of males ages 15-24)",
SH.DTH.COMM.ZS,Health: Mortality,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
SH.DTH.IMRT,Health: Mortality,Number of infant deaths,
SH.DTH.INJR.ZS,Health: Mortality,"Cause of death, by injury (% of total)",
SH.DTH.MORT,Health: Mortality,Number of under-five deaths,
SH.DTH.NCOM.ZS,Health: Mortality,"Cause of death, by non-communicable diseases (% of total)",
SH.DTH.NMRT,Health: Mortality,Number of neonatal deaths,
SH.DYN.AIDS.FE.ZS,Health: Risk factors,Women's share of population ages 15+ living with HIV (%),
SH.DYN.AIDS.ZS,Health: Risk factors,"Prevalence of HIV, total (% of population ages 15-49)",
SH.DYN.MORT,Health: Mortality,"Mortality rate, under-5 (per 1,000 live births)",
SH.DYN.MORT.FE,Health: Mortality,"Mortality rate, under-5, female (per 1,000 live births)",
SH.DYN.MORT.MA,Health: Mortality,"Mortality rate, under-5, male (per 1,000 live births)",
SH.DYN.NMRT,Health: Mortality,"Mortality rate, neonatal (per 1,000 live births)",
SH.FPL.SATM.ZS,Health: Reproductive health,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),
SH.H2O.SAFE.RU.ZS,Health: Disease prevention,"Improved water source, rural (% of rural population with access)",
SH.H2O.SAFE.UR.ZS,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",
SH.H2O.SAFE.ZS,Health: Disease prevention,Improved water source (% of population with access),
SH.HIV.0014,Health: Risk factors,Children (0-14) living with HIV,
SH.HIV.1524.FE.ZS,Health: Risk factors,"Prevalence of HIV, female (% ages 15-24)",
SH.HIV.1524.MA.ZS,Health: Risk factors,"Prevalence of HIV, male (% ages 15-24)",
SH.HIV.ARTC.ZS,Health: Disease prevention,Antiretroviral therapy coverage (% of people living with HIV),
SH.HIV.INCD,Health: Risk factors,Adults (ages 15+) newly infected with HIV,
SH.HIV.INCD.14,Health: Risk factors,Children (ages 0-14) newly infected with HIV,
SH.HIV.INCD.TL,Health: Risk factors,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,
SH.HIV.INCD.ZS,Health: Risk factors,Incidence of HIV (% of uninfected population ages 15-49),
SH.HIV.PMTC.ZS,Health: Disease prevention,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),
SH.IMM.HEPB,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)",
SH.IMM.IDPT,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)",
SH.IMM.MEAS,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)",
SH.MED.BEDS.ZS,Health: Health services,"Hospital beds (per 1,000 people)",
SH.MED.CMHW.P3,Health: Health services,"Community health workers (per 1,000 people)",
SH.MED.NUMW.P3,Health: Health services,"Nurses and midwives (per 1,000 people)",
SH.MED.PHYS.ZS,Health: Health services,"Physicians (per 1,000 people)",
SH.MED.SAOP.P5,Health: Health services,"Specialist surgical workforce (per 100,000 population)",
SH.MLR.NETS.ZS,Health: Disease prevention,Use of insecticide-treated bed nets (% of under-5 population),
SH.MLR.TRET.ZS,Health: Disease prevention,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),
SH.MMR.DTHS,Health: Reproductive health,Number of maternal deaths,
SH.MMR.RISK,Health: Reproductive health,Lifetime risk of maternal death (1 in: rate varies by country),
SH.MMR.RISK.ZS,Health: Reproductive health,Lifetime risk of maternal death (%),
SH.PRG.ANEM,Health: Nutrition,Prevalence of anemia among pregnant women (%),
SH.PRV.SMOK.FE,Health: Risk factors,"Smoking prevalence, females (% of adults)",
SH.PRV.SMOK.MA,Health: Risk factors,"Smoking prevalence, males (% of adults)",
SH.SGR.CRSK.ZS,Health: Risk factors,Risk of catastrophic expenditure for surgical care (% of people at risk),
SH.SGR.IRSK.ZS,Health: Risk factors,Risk of impoverishing expenditure for surgical care (% of people at risk),
SH.SGR.PROC.P5,Health: Health services,"Number of surgical procedures (per 100,000 population)",
SH.STA.ACSN,Health: Disease prevention,Improved sanitation facilities (% of population with access),
SH.STA.ACSN.RU,Health: Disease prevention,"Improved sanitation facilities, rural (% of rural population with access)",
SH.STA.ACSN.UR,Health: Disease prevention,"Improved sanitation facilities, urban (% of urban population with access)",
SH.STA.ANVC.ZS,Health: Reproductive health,Pregnant women receiving prenatal care (%),
SH.STA.ARIC.ZS,Health: Disease prevention,ARI treatment (% of children under 5 taken to a health provider),
SH.STA.BFED.ZS,Health: Nutrition,Exclusive breastfeeding (% of children under 6 months),
SH.STA.BRTC.ZS,Health: Reproductive health,Births attended by skilled health staff (% of total),
SH.STA.BRTW.ZS,Health: Nutrition,Low-birthweight babies (% of births),
SH.STA.DIAB.ZS,Health: Risk factors,Diabetes prevalence (% of population ages 20 to 79),
SH.STA.FGMS.ZS,Health: Risk factors,Female genital mutilation prevalence (%),
SH.STA.MALN.FE.ZS,Health: Nutrition,"Prevalence of underweight, weight for age, female (% of children under 5)",
SH.STA.MALN.MA.ZS,Health: Nutrition,"Prevalence of underweight, weight for age, male (% of children under 5)",
SH.STA.MALN.ZS,Health: Nutrition,"Prevalence of underweight, weight for age (% of children under 5)",
SH.STA.MMRT,Health: Reproductive health,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",
SH.STA.MMRT.NE,Health: Reproductive health,"Maternal mortality ratio (national estimate, per 100,000 live births)",
SH.STA.ODFC.RU.ZS,Health: Risk factors,"People practicing open defecation, rural (% of rural population)",
SH.STA.ODFC.UR.ZS,Health: Risk factors,"People practicing open defecation, urban (% of urban population)",
SH.STA.ODFC.ZS,Health: Risk factors,People practicing open defecation (% of population),
SH.STA.ORCF.ZS,Health: Disease prevention,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),
SH.STA.ORTH,Health: Disease prevention,Diarrhea treatment (% of children under 5 who received ORS packet),
SH.STA.OWGH.FE.ZS,Health: Nutrition,"Prevalence of overweight, weight for height, female (% of children under 5)",
SH.STA.OWGH.MA.ZS,Health: Nutrition,"Prevalence of overweight, weight for height, male (% of children under 5)",
SH.STA.OWGH.ZS,Health: Nutrition,"Prevalence of overweight, weight for height (% of children under 5)",
SH.STA.STNT.FE.ZS,Health: Nutrition,"Prevalence of stunting, height for age, female (% of children under 5)",
SH.STA.STNT.MA.ZS,Health: Nutrition,"Prevalence of stunting, height for age, male (% of children under 5)",
SH.STA.STNT.ZS,Health: Nutrition,"Prevalence of stunting, height for age (% of children under 5)",
SH.STA.TRAF.P5,Health: Mortality,"Mortality caused by road traffic injury (per 100,000 people)",
SH.STA.WAST.FE.ZS,Health: Nutrition,"Prevalence of wasting, weight for height, female (% of children under 5)",
SH.STA.WAST.MA.ZS,Health: Nutrition,"Prevalence of wasting, weight for height, male (% of children under 5)",
SH.STA.WAST.ZS,Health: Nutrition,"Prevalence of wasting, weight for height (% of children under 5)",
SH.SVR.WAST.FE.ZS,Health: Nutrition,"Prevalence of severe wasting, weight for height, female (% of children under 5)",
SH.SVR.WAST.MA.ZS,Health: Nutrition,"Prevalence of severe wasting, weight for height, male (% of children under 5)",
SH.SVR.WAST.ZS,Health: Nutrition,"Prevalence of severe wasting, weight for height (% of children under 5)",
SH.TBS.CURE.ZS,Health: Disease prevention,Tuberculosis treatment success rate (% of new cases),
SH.TBS.DTEC.ZS,Health: Disease prevention,"Tuberculosis case detection rate (%, all forms)",
SH.TBS.INCD,Health: Risk factors,"Incidence of tuberculosis (per 100,000 people)",
SH.VAC.TTNS.ZS,Health: Reproductive health,Newborns protected against tetanus (%),
SH.XPD.EXTR.ZS,Health: Health services,External resources for health (% of total expenditure on health),
SH.XPD.OOPC.TO.ZS,Health: Health services,Out-of-pocket health expenditure (% of total expenditure on health),
SH.XPD.OOPC.ZS,Health: Health services,Out-of-pocket health expenditure (% of private expenditure on health),
SH.XPD.PCAP,Health: Health services,Health expenditure per capita (current US$),
SH.XPD.PCAP.PP.KD,Health: Health services,"Health expenditure per capita, PPP (constant 2011 international $)",
SH.XPD.PRIV.ZS,Health: Health services,"Health expenditure, private (% of GDP)",
SH.XPD.PUBL,Health: Health services,"Health expenditure, public (% of total health expenditure)",
SH.XPD.PUBL.GX.ZS,Health: Health services,"Health expenditure, public (% of government expenditure)",
SH.XPD.PUBL.ZS,Health: Health services,"Health expenditure, public (% of GDP)",
SH.XPD.TOTL.ZS,Health: Health services,"Health expenditure, total (% of GDP)",
SI.DST.02ND.20,Poverty: Income distribution,Income share held by second 20%,
SI.DST.03RD.20,Poverty: Income distribution,Income share held by third 20%,
SI.DST.04TH.20,Poverty: Income distribution,Income share held by fourth 20%,
SI.DST.05TH.20,Poverty: Income distribution,Income share held by highest 20%,
SI.DST.10TH.10,Poverty: Income distribution,Income share held by highest 10%,
SI.DST.FRST.10,Poverty: Income distribution,Income share held by lowest 10%,
SI.DST.FRST.20,Poverty: Income distribution,Income share held by lowest 20%,
SI.POV.2DAY,Poverty: Poverty rates,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),
SI.POV.DDAY,Poverty: Poverty rates,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
SI.POV.GAP2,Poverty: Poverty rates,Poverty gap at $3.10 a day (2011 PPP) (%),
SI.POV.GAPS,Poverty: Poverty rates,Poverty gap at $1.90 a day (2011 PPP) (%),
SI.POV.GINI,Poverty: Income distribution,GINI index (World Bank estimate),
SI.POV.NAGP,Poverty: Poverty rates,Poverty gap at national poverty lines (%),
SI.POV.NAHC,Poverty: Poverty rates,Poverty headcount ratio at national poverty lines (% of population),
SI.POV.RUGP,Poverty: Poverty rates,Rural poverty gap at national poverty lines (%),
SI.POV.RUHC,Poverty: Poverty rates,Rural poverty headcount ratio at national poverty lines (% of rural population),
SI.POV.URGP,Poverty: Poverty rates,Urban poverty gap at national poverty lines (%),
SI.POV.URHC,Poverty: Poverty rates,Urban poverty headcount ratio at national poverty lines (% of urban population),
SI.RMT.COST.ZS,Financial Sector: Access,Average transaction cost of remittances (%),
SI.SPR.PC40,Poverty: Shared prosperity,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
SI.SPR.PC40.ZG,Poverty: Shared prosperity,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
SI.SPR.PCAP,Poverty: Shared prosperity,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
SI.SPR.PCAP.ZG,Poverty: Shared prosperity,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
SL.AGR.0714.FE.ZS,Social Protection & Labor: Economic activity,"Child employment in agriculture, female (% of female economically active children ages 7-14)",
SL.AGR.0714.MA.ZS,Social Protection & Labor: Economic activity,"Child employment in agriculture, male (% of male economically active children ages 7-14)",
SL.AGR.0714.ZS,Social Protection & Labor: Economic activity,Child employment in agriculture (% of economically active children ages 7-14),
SL.AGR.EMPL.FE.ZS,Social Protection & Labor: Economic activity,"Employment in agriculture, female (% of female employment)",
SL.AGR.EMPL.MA.ZS,Social Protection & Labor: Economic activity,"Employment in agriculture, male (% of male employment)",
SL.AGR.EMPL.ZS,Social Protection & Labor: Economic activity,Employment in agriculture (% of total employment),
SL.EMP.1524.SP.FE.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, female (%) (national estimate)",
SL.EMP.1524.SP.FE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",
SL.EMP.1524.SP.MA.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, male (%) (national estimate)",
SL.EMP.1524.SP.MA.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",
SL.EMP.1524.SP.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, total (%) (national estimate)",
SL.EMP.1524.SP.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",
SL.EMP.INSV.FE.ZS,Social Protection & Labor: Economic activity,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),
SL.EMP.MPYR.FE.ZS,Social Protection & Labor: Economic activity,"Employers, female (% of employment)",
SL.EMP.MPYR.MA.ZS,Social Protection & Labor: Economic activity,"Employers, male (% of employment)",
SL.EMP.MPYR.ZS,Social Protection & Labor: Economic activity,"Employers, total (% of employment)",
SL.EMP.SELF.FE.ZS,Social Protection & Labor: Economic activity,"Self-employed, female (% of females employed)",
SL.EMP.SELF.MA.ZS,Social Protection & Labor: Economic activity,"Self-employed, male (% of males employed)",
SL.EMP.SELF.ZS,Social Protection & Labor: Economic activity,"Self-employed, total (% of total employed)",
SL.EMP.TOTL.SP.FE.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, female (%) (national estimate)",
SL.EMP.TOTL.SP.FE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",
SL.EMP.TOTL.SP.MA.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, male (%) (national estimate)",
SL.EMP.TOTL.SP.MA.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",
SL.EMP.TOTL.SP.NE.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (national estimate)",
SL.EMP.TOTL.SP.ZS,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",
SL.EMP.VULN.FE.ZS,Social Protection & Labor: Economic activity,"Vulnerable employment, female (% of female employment)",
SL.EMP.VULN.MA.ZS,Social Protection & Labor: Economic activity,"Vulnerable employment, male (% of male employment)",
SL.EMP.VULN.ZS,Social Protection & Labor: Economic activity,"Vulnerable employment, total (% of total employment)",
SL.EMP.WORK.FE.ZS,Social Protection & Labor: Economic activity,"Wage and salaried workers, female (% of females employed)",
SL.EMP.WORK.MA.ZS,Social Protection & Labor: Economic activity,"Wage and salary workers, male (% of males employed)",
SL.EMP.WORK.ZS,Social Protection & Labor: Economic activity,"Wage and salaried workers, total (% of total employed)",
SL.FAM.0714.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",
SL.FAM.0714.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",
SL.FAM.0714.ZS,Social Protection & Labor: Economic activity,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",
SL.FAM.WORK.FE.ZS,Social Protection & Labor: Economic activity,"Contributing family workers, female (% of females employed)",
SL.FAM.WORK.MA.ZS,Social Protection & Labor: Economic activity,"Contributing family workers, male (% of males employed)",
SL.FAM.WORK.ZS,Social Protection & Labor: Economic activity,"Contributing family workers, total (% of total employed)",
SL.GDP.PCAP.EM.KD,Social Protection & Labor: Economic activity,GDP per person employed (constant 2011 PPP $),
SL.IND.EMPL.FE.ZS,Social Protection & Labor: Economic activity,"Employment in industry, female (% of female employment)",
SL.IND.EMPL.MA.ZS,Social Protection & Labor: Economic activity,"Employment in industry, male (% of male employment)",
SL.IND.EMPL.ZS,Social Protection & Labor: Economic activity,Employment in industry (% of total employment),
SL.ISV.IFRM.FE.ZS,Social Protection & Labor: Economic activity,"Informal employment, female (% of total non-agricultural employment)",
SL.ISV.IFRM.MA.ZS,Social Protection & Labor: Economic activity,"Informal employment, male (% of total non-agricultural employment)",
SL.ISV.IFRM.ZS,Social Protection & Labor: Economic activity,Informal employment (% of total non-agricultural employment),
SL.MNF.0714.FE.ZS,Social Protection & Labor: Economic activity,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",
SL.MNF.0714.MA.ZS,Social Protection & Labor: Economic activity,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",
SL.MNF.0714.ZS,Social Protection & Labor: Economic activity,Child employment in manufacturing (% of economically active children ages 7-14),
SL.SLF.0714.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",
SL.SLF.0714.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",
SL.SLF.0714.ZS,Social Protection & Labor: Economic activity,"Children in employment, self-employed (% of children in employment, ages 7-14)",
SL.SRV.0714.FE.ZS,Social Protection & Labor: Economic activity,"Child employment in services, female (% of female economically active children ages 7-14)",
SL.SRV.0714.MA.ZS,Social Protection & Labor: Economic activity,"Child employment in services, male (% of male economically active children ages 7-14)",
SL.SRV.0714.ZS,Social Protection & Labor: Economic activity,Child employment in services (% of economically active children ages 7-14),
SL.SRV.EMPL.FE.ZS,Social Protection & Labor: Economic activity,"Employment in services, female (% of female employment)",
SL.SRV.EMPL.MA.ZS,Social Protection & Labor: Economic activity,"Employment in services, male (% of male employment)",
SL.SRV.EMPL.ZS,Social Protection & Labor: Economic activity,Employment in services (% of total employment),
SL.TLF.0714.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, female (% of female children ages 7-14)",
SL.TLF.0714.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, male (% of male children ages 7-14)",
SL.TLF.0714.SW.FE.TM,Social Protection & Labor: Economic activity,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",
SL.TLF.0714.SW.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",
SL.TLF.0714.SW.MA.TM,Social Protection & Labor: Economic activity,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",
SL.TLF.0714.SW.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",
SL.TLF.0714.SW.TM,Social Protection & Labor: Economic activity,"Average working hours of children, study and work, ages 7-14 (hours per week)",
SL.TLF.0714.SW.ZS,Social Protection & Labor: Economic activity,"Children in employment, study and work (% of children in employment, ages 7-14)",
SL.TLF.0714.WK.FE.TM,Social Protection & Labor: Economic activity,"Average working hours of children, working only, female, ages 7-14 (hours per week)",
SL.TLF.0714.WK.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, work only, female (% of female children in employment, ages 7-14)",
SL.TLF.0714.WK.MA.TM,Social Protection & Labor: Economic activity,"Average working hours of children, working only, male, ages 7-14 (hours per week)",
SL.TLF.0714.WK.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, work only, male (% of male children in employment, ages 7-14)",
SL.TLF.0714.WK.TM,Social Protection & Labor: Economic activity,"Average working hours of children, working only, ages 7-14 (hours per week)",
SL.TLF.0714.WK.ZS,Social Protection & Labor: Economic activity,"Children in employment, work only (% of children in employment, ages 7-14)",
SL.TLF.0714.ZS,Social Protection & Labor: Economic activity,"Children in employment, total (% of children ages 7-14)",
SL.TLF.ACTI.1524.FE.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, female (%) (national estimate)",
SL.TLF.ACTI.1524.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",
SL.TLF.ACTI.1524.MA.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, male (%) (national estimate)",
SL.TLF.ACTI.1524.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",
SL.TLF.ACTI.1524.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, total (%) (national estimate)",
SL.TLF.ACTI.1524.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",
SL.TLF.ACTI.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",
SL.TLF.ACTI.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",
SL.TLF.ACTI.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",
SL.TLF.CACT.FE.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",
SL.TLF.CACT.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",
SL.TLF.CACT.FM.NE.ZS,Social Protection & Labor: Labor force structure,Ratio of female to male labor force participation rate (%) (national estimate),
SL.TLF.CACT.FM.ZS,Social Protection & Labor: Labor force structure,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),
SL.TLF.CACT.MA.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",
SL.TLF.CACT.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",
SL.TLF.CACT.NE.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",
SL.TLF.CACT.ZS,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",
SL.TLF.PART.FE.ZS,Social Protection & Labor: Economic activity,"Part time employment, female (% of total female employment)",
SL.TLF.PART.MA.ZS,Social Protection & Labor: Economic activity,"Part time employment, male (% of total male employment)",
SL.TLF.PART.TL.FE.ZS,Social Protection & Labor: Economic activity,"Part time employment, female (% of total part time employment)",
SL.TLF.PART.ZS,Social Protection & Labor: Economic activity,"Part time employment, total (% of total employment)",
SL.TLF.PRIM.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force with primary education, female (% of female labor force)",
SL.TLF.PRIM.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force with primary education, male (% of male labor force)",
SL.TLF.PRIM.ZS,Social Protection & Labor: Labor force structure,Labor force with primary education (% of total),
SL.TLF.SECO.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force with secondary education, female (% of female labor force)",
SL.TLF.SECO.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force with secondary education, male (% of male labor force)",
SL.TLF.SECO.ZS,Social Protection & Labor: Labor force structure,Labor force with secondary education (% of total),
SL.TLF.TERT.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force with tertiary education, female (% of female labor force)",
SL.TLF.TERT.MA.ZS,Social Protection & Labor: Labor force structure,"Labor force with tertiary education, male (% of male labor force)",
SL.TLF.TERT.ZS,Social Protection & Labor: Labor force structure,Labor force with tertiary education (% of total),
SL.TLF.TOTL.FE.ZS,Social Protection & Labor: Labor force structure,"Labor force, female (% of total labor force)",
SL.TLF.TOTL.IN,Social Protection & Labor: Labor force structure,"Labor force, total",
SL.UEM.1524.FE.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",
SL.UEM.1524.FE.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",
SL.UEM.1524.MA.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",
SL.UEM.1524.MA.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",
SL.UEM.1524.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",
SL.UEM.1524.ZS,Social Protection & Labor: Unemployment,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",
SL.UEM.LTRM.FE.ZS,Social Protection & Labor: Unemployment,"Long-term unemployment, female (% of female unemployment)",
SL.UEM.LTRM.MA.ZS,Social Protection & Labor: Unemployment,"Long-term unemployment, male (% of male unemployment)",
SL.UEM.LTRM.ZS,Social Protection & Labor: Unemployment,Long-term unemployment (% of total unemployment),
SL.UEM.NEET.FE.ZS,Social Protection & Labor: Unemployment,"Share of youth not in education, employment or training, female (% of female youth population)",
SL.UEM.NEET.MA.ZS,Social Protection & Labor: Unemployment,"Share of youth not in education, employment or training, male (% of male youth population)",
SL.UEM.NEET.ZS,Social Protection & Labor: Unemployment,"Share of youth not in education, employment or training, total (% of youth population)",
SL.UEM.PRIM.FE.ZS,Social Protection & Labor: Unemployment,"Unemployment with primary education, female (% of female unemployment)",
SL.UEM.PRIM.MA.ZS,Social Protection & Labor: Unemployment,"Unemployment with primary education, male (% of male unemployment)",
SL.UEM.PRIM.ZS,Social Protection & Labor: Unemployment,Unemployment with primary education (% of total unemployment),
SL.UEM.SECO.FE.ZS,Social Protection & Labor: Unemployment,"Unemployment with secondary education, female (% of female unemployment)",
SL.UEM.SECO.MA.ZS,Social Protection & Labor: Unemployment,"Unemployment with secondary education, male (% of male unemployment)",
SL.UEM.SECO.ZS,Social Protection & Labor: Unemployment,Unemployment with secondary education (% of total unemployment),
SL.UEM.TERT.FE.ZS,Social Protection & Labor: Unemployment,"Unemployment with tertiary education, female (% of female unemployment)",
SL.UEM.TERT.MA.ZS,Social Protection & Labor: Unemployment,"Unemployment with tertiary education, male (% of male unemployment)",
SL.UEM.TERT.ZS,Social Protection & Labor: Unemployment,Unemployment with tertiary education (% of total unemployment),
SL.UEM.TOTL.FE.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, female (% of female labor force) (national estimate)",
SL.UEM.TOTL.FE.ZS,Social Protection & Labor: Unemployment,"Unemployment, female (% of female labor force) (modeled ILO estimate)",
SL.UEM.TOTL.MA.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, male (% of male labor force) (national estimate)",
SL.UEM.TOTL.MA.ZS,Social Protection & Labor: Unemployment,"Unemployment, male (% of male labor force) (modeled ILO estimate)",
SL.UEM.TOTL.NE.ZS,Social Protection & Labor: Unemployment,"Unemployment, total (% of total labor force) (national estimate)",
SL.UEM.TOTL.ZS,Social Protection & Labor: Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate)",
